ID_LEXEMA 	LÍNEA 	COLUMNA 	TOKEN                	LEXEMA
9         	69    	41      	DECREMENT            	--
9         	69    	43      	DECREMENT            	--
9         	69    	45      	DECREMENT            	--
9         	69    	47      	DECREMENT            	--
9         	69    	49      	DECREMENT            	--
9         	69    	51      	DECREMENT            	--
9         	69    	53      	DECREMENT            	--
9         	69    	55      	DECREMENT            	--
9         	69    	57      	DECREMENT            	--
9         	69    	59      	DECREMENT            	--
9         	69    	61      	DECREMENT            	--
9         	69    	63      	DECREMENT            	--
9         	69    	65      	DECREMENT            	--
9         	69    	67      	DECREMENT            	--
9         	69    	69      	DECREMENT            	--
9         	69    	71      	DECREMENT            	--
9         	69    	73      	DECREMENT            	--
9         	69    	75      	DECREMENT            	--
9         	69    	77      	DECREMENT            	--
10        	69    	79      	MINUS                	-
49        	70    	1       	ID                   	x
18        	70    	20      	ID                   	ID
49        	70    	39      	ID                   	x
74        	70    	58      	INT_LIT              	47
23        	70    	65      	INT_LIT              	7
6         	72    	1       	ID                   	SCOPE
7         	72    	6       	COLON                	:
75        	72    	8       	ID                   	_func3_
9         	73    	1       	DECREMENT            	--
9         	73    	3       	DECREMENT            	--
9         	73    	5       	DECREMENT            	--
9         	73    	7       	DECREMENT            	--
9         	73    	9       	DECREMENT            	--
9         	73    	11      	DECREMENT            	--
9         	73    	13      	DECREMENT            	--
9         	73    	15      	DECREMENT            	--
9         	73    	17      	DECREMENT            	--
9         	73    	19      	DECREMENT            	--
9         	73    	21      	DECREMENT            	--
9         	73    	23      	DECREMENT            	--
9         	73    	25      	DECREMENT            	--
9         	73    	27      	DECREMENT            	--
9         	73    	29      	DECREMENT            	--
9         	73    	31      	DECREMENT            	--
9         	73    	33      	DECREMENT            	--
9         	73    	35      	DECREMENT            	--
9         	73    	37      	DECREMENT            	--
9         	73    	39      	DECREMENT            	--
9         	73    	41      	DECREMENT            	--
9         	73    	43      	DECREMENT            	--
9         	73    	45      	DECREMENT            	--
9         	73    	47      	DECREMENT            	--
9         	73    	49      	DECREMENT            	--
9         	73    	51      	DECREMENT            	--
9         	73    	53      	DECREMENT            	--
9         	73    	55      	DECREMENT            	--
9         	73    	57      	DECREMENT            	--
9         	73    	59      	DECREMENT            	--
9         	73    	61      	DECREMENT            	--
9         	73    	63      	DECREMENT            	--
9         	73    	65      	DECREMENT            	--
9         	73    	67      	DECREMENT            	--
9         	73    	69      	DECREMENT            	--
9         	73    	71      	DECREMENT            	--
9         	73    	73      	DECREMENT            	--
9         	73    	75      	DECREMENT            	--
9         	73    	77      	DECREMENT            	--
10        	73    	79      	MINUS                	-
11        	74    	1       	ID                   	NOMBRE
12        	74    	20      	ID                   	TIPO
13        	74    	39      	ID                   	VALOR
14        	74    	58      	ID                   	L
15        	74    	60      	ID                   	NEA
16        	74    	65      	ID                   	COLUMNA
9         	75    	1       	DECREMENT            	--
9         	75    	3       	DECREMENT            	--
9         	75    	5       	DECREMENT            	--
9         	75    	7       	DECREMENT            	--
9         	75    	9       	DECREMENT            	--
9         	75    	11      	DECREMENT            	--
9         	75    	13      	DECREMENT            	--
9         	75    	15      	DECREMENT            	--
9         	75    	17      	DECREMENT            	--
9         	75    	19      	DECREMENT            	--
9         	75    	21      	DECREMENT            	--
9         	75    	23      	DECREMENT            	--
9         	75    	25      	DECREMENT            	--
9         	75    	27      	DECREMENT            	--
9         	75    	29      	DECREMENT            	--
9         	75    	31      	DECREMENT            	--
9         	75    	33      	DECREMENT            	--
9         	75    	35      	DECREMENT            	--
9         	75    	37      	DECREMENT            	--
9         	75    	39      	DECREMENT            	--
9         	75    	41      	DECREMENT            	--
9         	75    	43      	DECREMENT            	--
9         	75    	45      	DECREMENT            	--
9         	75    	47      	DECREMENT            	--
9         	75    	49      	DECREMENT            	--
9         	75    	51      	DECREMENT            	--
9         	75    	53      	DECREMENT            	--
9         	75    	55      	DECREMENT            	--
9         	75    	57      	DECREMENT            	--
9         	75    	59      	DECREMENT            	--
9         	75    	61      	DECREMENT            	--
9         	75    	63      	DECREMENT            	--
9         	75    	65      	DECREMENT            	--
9         	75    	67      	DECREMENT            	--
9         	75    	69      	DECREMENT            	--
9         	75    	71      	DECREMENT            	--
9         	75    	73      	DECREMENT            	--
9         	75    	75      	DECREMENT            	--
9         	75    	77      	DECREMENT            	--
10        	75    	79      	MINUS                	-
76        	76    	1       	ID                   	_b1_
18        	76    	20      	ID                   	ID
76        	76    	39      	ID                   	_b1_
77        	76    	58      	INT_LIT              	52
31        	76    	65      	INT_LIT              	9
6         	78    	1       	ID                   	SCOPE
7         	78    	6       	COLON                	:
78        	78    	8       	ID                   	main
9         	79    	1       	DECREMENT            	--
9         	79    	3       	DECREMENT            	--
9         	79    	5       	DECREMENT            	--
9         	79    	7       	DECREMENT            	--
9         	79    	9       	DECREMENT            	--
9         	79    	11      	DECREMENT            	--
9         	79    	13      	DECREMENT            	--
9         	79    	15      	DECREMENT            	--
9         	79    	17      	DECREMENT            	--
9         	79    	19      	DECREMENT            	--
9         	79    	21      	DECREMENT            	--
9         	79    	23      	DECREMENT            	--
9         	79    	25      	DECREMENT            	--
9         	79    	27      	DECREMENT            	--
9         	79    	29      	DECREMENT            	--
9         	79    	31      	DECREMENT            	--
9         	79    	33      	DECREMENT            	--
9         	79    	35      	DECREMENT            	--
9         	79    	37      	DECREMENT            	--
9         	79    	39      	DECREMENT            	--
9         	79    	41      	DECREMENT            	--
9         	79    	43      	DECREMENT            	--
9         	79    	45      	DECREMENT            	--
9         	79    	47      	DECREMENT            	--
9         	79    	49      	DECREMENT            	--
9         	79    	51      	DECREMENT            	--
9         	79    	53      	DECREMENT            	--
9         	79    	55      	DECREMENT            	--
9         	79    	57      	DECREMENT            	--
9         	79    	59      	DECREMENT            	--
9         	79    	61      	DECREMENT            	--
9         	79    	63      	DECREMENT            	--
9         	79    	65      	DECREMENT            	--
9         	79    	67      	DECREMENT            	--
9         	79    	69      	DECREMENT            	--
9         	79    	71      	DECREMENT            	--
9         	79    	73      	DECREMENT            	--
9         	79    	75      	DECREMENT            	--
9         	79    	77      	DECREMENT            	--
10        	79    	79      	MINUS                	-
11        	80    	1       	ID                   	NOMBRE
12        	80    	20      	ID                   	TIPO
13        	80    	39      	ID                   	VALOR
14        	80    	58      	ID                   	L
15        	80    	60      	ID                   	NEA
16        	80    	65      	ID                   	COLUMNA
9         	81    	1       	DECREMENT            	--
9         	81    	3       	DECREMENT            	--
9         	81    	5       	DECREMENT            	--
9         	81    	7       	DECREMENT            	--
9         	81    	9       	DECREMENT            	--
9         	81    	11      	DECREMENT            	--
9         	81    	13      	DECREMENT            	--
9         	81    	15      	DECREMENT            	--
9         	81    	17      	DECREMENT            	--
9         	81    	19      	DECREMENT            	--
9         	81    	21      	DECREMENT            	--
9         	81    	23      	DECREMENT            	--
9         	81    	25      	DECREMENT            	--
9         	81    	27      	DECREMENT            	--
9         	81    	29      	DECREMENT            	--
9         	81    	31      	DECREMENT            	--
9         	81    	33      	DECREMENT            	--
9         	81    	35      	DECREMENT            	--
9         	81    	37      	DECREMENT            	--
9         	81    	39      	DECREMENT            	--
9         	81    	41      	DECREMENT            	--
9         	81    	43      	DECREMENT            	--
9         	81    	45      	DECREMENT            	--
9         	81    	47      	DECREMENT            	--
9         	81    	49      	DECREMENT            	--
9         	81    	51      	DECREMENT            	--
9         	81    	53      	DECREMENT            	--
9         	81    	55      	DECREMENT            	--
9         	81    	57      	DECREMENT            	--
9         	81    	59      	DECREMENT            	--
9         	81    	61      	DECREMENT            	--
9         	81    	63      	DECREMENT            	--
9         	81    	65      	DECREMENT            	--
9         	81    	67      	DECREMENT            	--
9         	81    	69      	DECREMENT            	--
9         	81    	71      	DECREMENT            	--
9         	81    	73      	DECREMENT            	--
9         	81    	75      	DECREMENT            	--
9         	81    	77      	DECREMENT            	--
10        	81    	79      	MINUS                	-
79        	82    	1       	ID                   	miChar
18        	82    	20      	ID                   	ID
79        	82    	39      	ID                   	miChar
80        	82    	58      	INT_LIT              	60
23        	82    	65      	INT_LIT              	7
81        	83    	1       	ID                   	miChar2
18        	83    	20      	ID                   	ID
81        	83    	39      	ID                   	miChar2
82        	83    	58      	INT_LIT              	61
23        	83    	65      	INT_LIT              	7
83        	84    	1       	ID                   	str1
18        	84    	20      	ID                   	ID
83        	84    	39      	ID                   	str1
84        	84    	58      	INT_LIT              	62
31        	84    	65      	INT_LIT              	9
85        	85    	1       	ID                   	fl1
18        	85    	20      	ID                   	ID
85        	85    	39      	ID                   	fl1
50        	85    	58      	INT_LIT              	63
20        	85    	65      	INT_LIT              	8
86        	86    	1       	ID                   	in1
18        	86    	20      	ID                   	ID
86        	86    	39      	ID                   	in1
87        	86    	58      	INT_LIT              	65
27        	86    	65      	INT_LIT              	6
88        	87    	1       	ID                   	fl2
18        	87    	20      	ID                   	ID
88        	87    	39      	ID                   	fl2
89        	87    	58      	INT_LIT              	66
20        	87    	65      	INT_LIT              	8
90        	88    	1       	ID                   	arr
18        	88    	20      	ID                   	ID
90        	88    	39      	ID                   	arr
91        	88    	58      	INT_LIT              	73
41        	88    	65      	INT_LIT              	14
45        	89    	1       	ID                   	f
18        	89    	20      	ID                   	ID
45        	89    	39      	ID                   	f
91        	89    	58      	INT_LIT              	73
40        	89    	65      	INT_LIT              	28
8         	90    	1       	ID                   	func1
18        	90    	20      	ID                   	ID
8         	90    	39      	ID                   	func1
91        	90    	58      	INT_LIT              	73
92        	90    	65      	INT_LIT              	38
93        	91    	1       	ID                   	hola
18        	91    	20      	ID                   	ID
93        	91    	39      	ID                   	hola
91        	91    	58      	INT_LIT              	73
94        	91    	65      	INT_LIT              	48
95        	92    	1       	ID                   	miFunc
18        	92    	20      	ID                   	ID
95        	92    	39      	ID                   	miFunc
96        	92    	58      	INT_LIT              	76
97        	92    	65      	INT_LIT              	2
98        	93    	1       	ID                   	bl0
18        	93    	20      	ID                   	ID
98        	93    	39      	ID                   	bl0
99        	93    	58      	INT_LIT              	77
23        	93    	65      	INT_LIT              	7
100       	94    	1       	ID                   	bl1
18        	94    	20      	ID                   	ID
100       	94    	39      	ID                   	bl1
101       	94    	58      	INT_LIT              	79
23        	94    	65      	INT_LIT              	7
102       	95    	1       	ID                   	func2
18        	95    	20      	ID                   	ID
102       	95    	39      	ID                   	func2
101       	95    	58      	INT_LIT              	79
103       	95    	65      	INT_LIT              	67
6         	97    	1       	ID                   	SCOPE
7         	97    	6       	COLON                	:
104       	97    	8       	ID                   	main_if1
9         	98    	1       	DECREMENT            	--
9         	98    	3       	DECREMENT            	--
9         	98    	5       	DECREMENT            	--
9         	98    	7       	DECREMENT            	--
9         	98    	9       	DECREMENT            	--
9         	98    	11      	DECREMENT            	--
9         	98    	13      	DECREMENT            	--
9         	98    	15      	DECREMENT            	--
9         	98    	17      	DECREMENT            	--
9         	98    	19      	DECREMENT            	--
9         	98    	21      	DECREMENT            	--
9         	98    	23      	DECREMENT            	--
9         	98    	25      	DECREMENT            	--
9         	98    	27      	DECREMENT            	--
9         	98    	29      	DECREMENT            	--
9         	98    	31      	DECREMENT            	--
9         	98    	33      	DECREMENT            	--
9         	98    	35      	DECREMENT            	--
9         	98    	37      	DECREMENT            	--
9         	98    	39      	DECREMENT            	--
9         	98    	41      	DECREMENT            	--
9         	98    	43      	DECREMENT            	--
9         	98    	45      	DECREMENT            	--
9         	98    	47      	DECREMENT            	--
9         	98    	49      	DECREMENT            	--
9         	98    	51      	DECREMENT            	--
9         	98    	53      	DECREMENT            	--
9         	98    	55      	DECREMENT            	--
9         	98    	57      	DECREMENT            	--
9         	98    	59      	DECREMENT            	--
9         	98    	61      	DECREMENT            	--
9         	98    	63      	DECREMENT            	--
9         	98    	65      	DECREMENT            	--
9         	98    	67      	DECREMENT            	--
9         	98    	69      	DECREMENT            	--
9         	98    	71      	DECREMENT            	--
9         	98    	73      	DECREMENT            	--
9         	98    	75      	DECREMENT            	--
9         	98    	77      	DECREMENT            	--
10        	98    	79      	MINUS                	-
11        	99    	1       	ID                   	NOMBRE
12        	99    	20      	ID                   	TIPO
13        	99    	39      	ID                   	VALOR
14        	99    	58      	ID                   	L
15        	99    	60      	ID                   	NEA
16        	99    	65      	ID                   	COLUMNA
9         	100   	1       	DECREMENT            	--
9         	100   	3       	DECREMENT            	--
9         	100   	5       	DECREMENT            	--
9         	100   	7       	DECREMENT            	--
9         	100   	9       	DECREMENT            	--
9         	100   	11      	DECREMENT            	--
9         	100   	13      	DECREMENT            	--
9         	100   	15      	DECREMENT            	--
9         	100   	17      	DECREMENT            	--
9         	100   	19      	DECREMENT            	--
9         	100   	21      	DECREMENT            	--
9         	100   	23      	DECREMENT            	--
9         	100   	25      	DECREMENT            	--
9         	100   	27      	DECREMENT            	--
9         	100   	29      	DECREMENT            	--
9         	100   	31      	DECREMENT            	--
9         	100   	33      	DECREMENT            	--
9         	100   	35      	DECREMENT            	--
9         	100   	37      	DECREMENT            	--
9         	100   	39      	DECREMENT            	--
9         	100   	41      	DECREMENT            	--
9         	100   	43      	DECREMENT            	--
9         	100   	45      	DECREMENT            	--
9         	100   	47      	DECREMENT            	--
9         	100   	49      	DECREMENT            	--
9         	100   	51      	DECREMENT            	--
9         	100   	53      	DECREMENT            	--
9         	100   	55      	DECREMENT            	--
9         	100   	57      	DECREMENT            	--
9         	100   	59      	DECREMENT            	--
9         	100   	61      	DECREMENT            	--
9         	100   	63      	DECREMENT            	--
9         	100   	65      	DECREMENT            	--
9         	100   	67      	DECREMENT            	--
9         	100   	69      	DECREMENT            	--
9         	100   	71      	DECREMENT            	--
9         	100   	73      	DECREMENT            	--
9         	100   	75      	DECREMENT            	--
9         	100   	77      	DECREMENT            	--
10        	100   	79      	MINUS                	-
49        	101   	1       	ID                   	x
18        	101   	20      	ID                   	ID
49        	101   	39      	ID                   	x
105       	101   	58      	INT_LIT              	69
23        	101   	65      	INT_LIT              	7
90        	102   	1       	ID                   	arr
18        	102   	20      	ID                   	ID
90        	102   	39      	ID                   	arr
91        	102   	58      	INT_LIT              	73
97        	102   	65      	INT_LIT              	2
